userName,score,at,content,clean,text_preprocessed,toSantance,polarity_score,polarity
Hamzah Hasan,1,2023-02-13 22:17:24,Saldo kepotong melulu. 7000 rbu. Padahal gak ada transaksi. Parah,saldo kepotong melulu  rbu padahal gak ada transaksi parah,"['saldo', 'potong', 'melulu', 'rbu', 'transaksi', 'parah']",saldo kepotong melulu rbu transaksi parah,-4,negative
Dewita Sari,5,2023-02-13 22:11:54,"Selalu lancar tidak ada kendala,,pemakaian juga mudah",selalu lancar tidak ada kendalapemakaian juga mudah,"['lancar', 'kendalapemakaian', 'mudah']",lancar kendalapemakaian mudah,5,positive
Jajang Purnama,1,2023-02-13 22:10:24,Duh gimana ini bos aplikasinya sangat mempersulit. Suruh instal dan uninstal. Terus. Cobalah perbaiki biar bagus. Seperti aplikasi bank lain,duh gimana ini bos aplikasinya sangat mempersulit suruh instal dan uninstal terus cobalah perbaiki biar bagus seperti aplikasi bank lain,"['aduh', 'bos', 'aplikasi', 'sulit', 'suruh', 'instal', 'uninstal', 'coba', 'baik', 'biar', 'bagus', 'aplikasi', 'bank']",aduh bos aplikasinya mempersulit suruh instal uninstal cobalah perbaiki biar bagus aplikasi bank,-10,negative
Andik Hanes,4,2023-02-13 21:42:32,Beberapa kali saya coba gak bisa daftar usernamenya terbelokir 🙏,beberapa kali saya coba gak bisa daftar usernamenya terbelokir,"['kali', 'coba', 'daftar', 'usernamenya', 'terbelokir']",kali coba daftar usernamenya terbelokir,-1,negative
Fadil Ukoili (Si Uqoy),5,2023-02-13 21:29:50,Dulu mungkin diawal kurang baik. Sekarang saya cukup puas dengan brimo. Saya lebih suka dengan brimo dibanding bank lain,dulu mungkin diawal kurang baik sekarang saya cukup puas dengan brimo saya lebih suka dengan brimo dibanding bank lain,"['awal', 'puas', 'brimo', 'suka', 'brimo', 'banding', 'bank']",diawal puas brimo suka brimo dibanding bank,5,positive
Teti Rosita,5,2023-02-13 21:25:53,"Aplikasi nya bagus banget membantu sekali ,",aplikasi nya bagus banget membantu sekali,"['aplikasi', 'nya', 'bagus', 'banget', 'bantu']",aplikasi nya bagus banget membantu,-6,negative
Wiya Putry,5,2023-02-13 21:21:28,Mempermudah bgt,mempermudah bgt,"['mudah', 'banget']",mempermudah banget,4,positive
Lina Simbolon,5,2023-02-13 19:29:43,Hidup super Mudah dan Modern dengan aplikasi BRImo😎😎,hidup super mudah dan modern dengan aplikasi brimo,"['hidup', 'super', 'mudah', 'modern', 'aplikasi', 'brimo']",hidup super mudah modern aplikasi brimo,1,positive
AG.B Production,5,2023-02-13 19:12:39,Sangat puas,sangat puas,['puas'],puas,3,positive
andri andri,5,2023-02-13 19:08:11,Sungguh sangat membantu,sungguh sangat membantu,"['sungguh', 'bantu']",sungguh membantu,2,positive
Inaya Inaya,1,2023-02-13 19:06:07,Gk bisa login,gk bisa login,"['gk', 'login']",gk login,0,neutral
Randhy Dan,4,2023-02-13 19:05:19,"Sangat membantu, pertahankan kepercayaan masyarakat",sangat membantu pertahankan kepercayaan masyarakat,"['bantu', 'tahan', 'percaya', 'masyarakat']",membantu pertahankan kepercayaan masyarakat,0,neutral
Eh Ngasa,5,2023-02-13 18:53:44,Oke,oke,['oke'],oke,2,positive
Ditya Atha,1,2023-02-13 18:21:28,Tidak dapat verifikasi wajah,tidak dapat verifikasi wajah,"['verifikasi', 'wajah']",verifikasi wajah,0,neutral
Intan Laela,5,2023-02-13 18:14:46,Transaksi terpraktis dan aman,transaksi terpraktis dan aman,"['transaksi', 'praktis', 'aman']",transaksi terpraktis aman,8,positive
erny johan,1,2023-02-13 17:50:30,"Kenapa brimo ini error mulu,,, saya mengadu lewat telpon dan email tidak ada kejelasan,, bayangkan dari awal pembukaan rekening di kantor cabang saya baru daftar brimo saat mau membuka akun nya malah langsung di minta masukan pin,, padahal baru saja saya daftar,, dan LANGSUNG di arahkan cs buat lupa pin ,, 1 minggu lebih selalu coba buat lupa pin untuk agar bisa menggunakan brimo malah muncul sistem dalam kendala terus,, dari awal sampai sekarang gak bisa gunakan brimo,, bagaimana ini",kenapa brimo ini error mulu saya mengadu lewat telpon dan email tidak ada kejelasan bayangkan dari awal pembukaan rekening di kantor cabang saya baru daftar brimo saat mau membuka akun nya malah langsung di minta masukan pin padahal baru saja saya daftar dan langsung di arahkan cs buat lupa pin   minggu lebih selalu coba buat lupa pin untuk agar bisa menggunakan brimo malah muncul sistem dalam kendala terus dari awal sampai sekarang gak bisa gunakan brimo bagaimana ini,"['brimo', 'error', 'melulu', 'adu', 'telpon', 'email', 'jelas', 'bayang', 'buka', 'rekening', 'kantor', 'cabang', 'daftar', 'brimo', 'buka', 'akun', 'nya', 'langsung', 'masuk', 'pin', 'daftar', 'langsung', 'arah', 'cs', 'lupa', 'pin', 'minggu', 'coba', 'lupa', 'pin', 'brimo', 'muncul', 'sistem', 'kendala', 'brimo']",brimo error melulu mengadu telpon email kejelasan bayangkan pembukaan rekening kantor cabang daftar brimo membuka akun nya langsung masukan pin daftar langsung arahkan cs lupa pin minggu coba lupa pin brimo muncul sistem kendala brimo,-24,negative
lendy pp,2,2023-02-13 17:27:23,Eror terosssss,eror terosssss,"['eror', 'terosssss']",eror terosssss,-4,negative
Sahdi Putra,1,2023-02-13 17:27:09,Kenapa brimo ni eror trs..mau transfer gagal trs,kenapa brimo ni eror trsmau transfer gagal trs,"['brimo', 'eror', 'trsmau', 'transfer', 'gagal']",brimo eror trsmau transfer gagal,-8,negative
Aditya Pratama05,1,2023-02-13 17:14:08,"Aplikasi sering trouble, hampir tiap hari. Tolong sistem segera di perbaiki, bukannya memudahkan malah menyusahkan. Makin hari makin buruk.",aplikasi sering trouble hampir tiap hari tolong sistem segera di perbaiki bukannya memudahkan malah menyusahkan makin hari makin buruk,"['aplikasi', 'trouble', 'tolong', 'sistem', 'baik', 'mudah', 'susah', 'buruk']",aplikasi trouble tolong sistem perbaiki memudahkan menyusahkan buruk,-10,negative
ahmad rifai,5,2023-02-13 17:12:50,Lanjutkan,lanjutkan,['lanjut'],lanjutkan,-3,negative
wiwid nugroho,1,2023-02-13 17:07:51,"bukan internet saya yang lambat, tapi aplikasi anda yang bapuk",bukan internet saya yang lambat tapi aplikasi anda yang bapuk,"['internet', 'lambat', 'aplikasi', 'bapuk']",internet lambat aplikasi bapuk,-3,negative
Wiro Sableng,1,2023-02-13 17:05:57,SAYA SANGAT KECEWA.. MAKIN KESINI BRIMO SEMAKIN GA KARUAN. . . VERIVIKASI PESAN GA MASUK2 .. PADAHAL PULSA OPERATOR ADA 20 RIBU TAPI GA MASUK2 SEHARIAN..... HAPUS AJA APLIKASI INI GA BER MANFAAT . BIKIN NASABAH KECEWA ..BLANKO JUGA GA KUNJUNG ADA..,saya sangat kecewa makin kesini brimo semakin ga karuan   verivikasi pesan ga masuk  padahal pulsa operator ada  ribu tapi ga masuk seharian hapus aja aplikasi ini ga ber manfaat  bikin nasabah kecewa blanko juga ga kunjung ada,"['kecewa', 'kesini', 'brimo', 'ga', 'karuan', 'verivikasi', 'pesan', 'ga', 'masuk', 'pulsa', 'operator', 'ribu', 'ga', 'masuk', 'hari', 'hapus', 'aplikasi', 'ga', 'ber', 'manfaat', 'bikin', 'nasabah', 'kecewa', 'blanko', 'ga', 'kunjung']",kecewa kesini brimo ga karuan verivikasi pesan ga masuk pulsa operator ribu ga masuk seharian hapus aplikasi ga ber manfaat bikin nasabah kecewa blanko ga kunjung,-8,negative
Nanda Nanda,1,2023-02-13 17:01:10,"Aplikasi nyedot kuota doang, banyak masalah, ngak niat bikin aplikasi",aplikasi nyedot kuota doang banyak masalah ngak niat bikin aplikasi,"['aplikasi', 'nyedot', 'kuota', 'doang', 'ngak', 'niat', 'bikin', 'aplikasi']",aplikasi nyedot kuota doang ngak niat bikin aplikasi,-10,negative
Akbar Prabayu,1,2023-02-13 16:45:04,"Capek banget udah nyoba, daftar brimo 20 kali tetep aja hasilnya kode:SIR3, gitu aja terus, pdhl juga sudah ganti hp baru, ini sih aplikasinya banyak BUG",capek banget udah nyoba daftar brimo  kali tetep aja hasilnya kodesir gitu aja terus pdhl juga sudah ganti hp baru ini sih aplikasinya banyak bug,"['capek', 'banget', 'nyoba', 'daftar', 'brimo', 'kali', 'hasil', 'kodesir', 'gitu', 'pdhl', 'ganti', 'hp', 'sih', 'aplikasi', 'bug']",capek banget nyoba daftar brimo kali hasilnya kodesir gitu pdhl ganti hp sih aplikasinya bug,-2,negative
Asepnu Tati,2,2023-02-13 16:43:44,Di saat mau tandatangan kesalahan sistem terus,di saat mau tandatangan kesalahan sistem terus,"['tandatangan', 'salah', 'sistem']",tandatangan kesalahan sistem,-8,negative
Dani Adem,5,2023-02-13 16:38:41,Semua jadi serba mudah,semua jadi serba mudah,"['serba', 'mudah']",serba mudah,3,positive
Al Zhiyad,5,2023-02-13 16:14:49,Good,good,['good'],good,5,positive
Novita AuliaKirana,1,2023-02-13 16:11:05,Username dan password udah bener kok tetep gak bisa masuk hadeh,username dan password udah bener kok tetep gak bisa masuk hadeh,"['username', 'password', 'masuk', 'hadeh']",username password masuk hadeh,-7,negative
Agustri Wijanarko,1,2023-02-13 15:39:52,Sulit banget untuk verifikasi wajah.. sampai laper ngomong terus,sulit banget untuk verifikasi wajah sampai laper ngomong terus,"['sulit', 'banget', 'verifikasi', 'wajah', 'laper', 'bicara']",sulit banget verifikasi wajah laper bicara,-2,negative
sehabudin seha,4,2023-02-13 15:36:49,Bagusddd,bagusddd,['bagusddd'],bagusddd,0,neutral
NICHOLAS CHEN,5,2023-02-13 15:35:34,Sementara ok,sementara ok,['ok'],ok,4,positive
Cici Cici,1,2023-02-13 15:34:30,"Aplikasinya mudah terblokir, padahal pin sudah pas. Apk bodoh",aplikasinya mudah terblokir padahal pin sudah pas apk bodoh,"['aplikasi', 'mudah', 'blokir', 'pin', 'pas', 'apk', 'bodoh']",aplikasinya mudah terblokir pin pas apk bodoh,-1,negative
Hendri Yadi,5,2023-02-13 15:25:20,Sangat memudah kan,sangat memudah kan,['mudah'],memudah,3,positive
Zulham Nd,5,2023-02-13 15:24:49,Asik,asik,['asik'],asik,4,positive
Wayan Wirta,5,2023-02-13 15:23:10,Terimakasih brimo pelayanan good,terimakasih brimo pelayanan good,"['terimakasih', 'brimo', 'layan', 'good']",terimakasih brimo pelayanan good,10,positive
Mrs Ansyah,5,2023-02-13 15:18:41,"Aplikasi ok, mempermudah urusan saya",aplikasi ok mempermudah urusan saya,"['aplikasi', 'ok', 'mudah', 'urus']",aplikasi ok mempermudah urusan,3,positive
Datunsolang JT,5,2023-02-13 15:14:19,Baik,baik,,,0,neutral
Siti Apifah,5,2023-02-13 15:12:26,Wajar lagi gini mah Kirim poto FiFah sv Bunga mawar indah dari keinginan semua keseruan disini ya mah,wajar lagi gini mah kirim poto fifah sv bunga mawar indah dari keinginan semua keseruan disini ya mah,"['wajar', 'gin', 'mah', 'kirim', 'poto', 'fifah', 'sv', 'bunga', 'mawar', 'indah', 'seru', 'iya', 'mah']",wajar gini mah kirim poto fifah sv bunga mawar indah keseruan iya mah,1,positive
Panji Nugraha,2,2023-02-13 15:01:36,"sebagai agen BRILINK, semenjak ATM di ganti BRIMO, Transaksi jadi menurun.orng kalo tarik tunai lewat brimo,jadi ga bisa masuk ke hitungan target agen, sedangkan agen tiap bulan nya punya target,harus sekian transaksi per bulan,tpi ini ko ATM nya di kosongin,blunder buat BRI. saran dong dari agen brilink,di brimo adain fitur tarik tunai lewat agen brilink,biar bisa masuk hitungan transaksi agen.terima kasih",sebagai agen brilink semenjak atm di ganti brimo transaksi jadi menurunorng kalo tarik tunai lewat brimojadi ga bisa masuk ke hitungan target agen sedangkan agen tiap bulan nya punya targetharus sekian transaksi per bulantpi ini ko atm nya di kosonginblunder buat bri saran dong dari agen brilinkdi brimo adain fitur tarik tunai lewat agen brilinkbiar bisa masuk hitungan transaksi agenterima kasih,"['agen', 'brilink', 'semenjak', 'atm', 'ganti', 'brimo', 'transaksi', 'menurunorng', 'tarik', 'tunai', 'brimojadi', 'ga', 'masuk', 'hitung', 'target', 'agen', 'agen', 'nya', 'targetharus', 'sekian', 'transaksi', 'bulantpi', 'ko', 'atm', 'nya', 'kosonginblunder', 'bri', 'saran', 'agen', 'brilinkdi', 'brimo', 'adain', 'fitur', 'tarik', 'tunai', 'agen', 'brilinkbiar', 'masuk', 'hitung', 'transaksi', 'agenterima', 'kasih']",agen brilink semenjak atm ganti brimo transaksi menurunorng tarik tunai brimojadi ga masuk hitungan target agen agen nya targetharus sekian transaksi bulantpi ko atm nya kosonginblunder bri saran agen brilinkdi brimo adain fitur tarik tunai agen brilinkbiar masuk hitungan transaksi agenterima kasih,3,positive
Ririn Hidayati,5,2023-02-13 14:55:35,Aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'bantu']",aplikasi membantu,-5,negative
Yayan Cahyana,5,2023-02-13 14:55:27,"Praktis,sangat mempermudah",praktissangat mempermudah,"['praktissangat', 'mudah']",praktissangat mempermudah,3,positive
Danial Huan,4,2023-02-13 14:54:31,Kesempurnaan itu milik Tuhan,kesempurnaan itu milik tuhan,"['sempurna', 'milik', 'tuhan']",kesempurnaan milik tuhan,4,positive
Yakin Tel,3,2023-02-13 14:43:12,Terus di tingkatkan,terus di tingkatkan,['tingkat'],tingkatkan,1,positive
Cristiana Clau,5,2023-02-13 14:40:02,Coba dulu ok,coba dulu ok,"['coba', 'ok']",coba ok,5,positive
Siti Hajah,5,2023-02-13 14:34:29,Suka bangat🥺❤️❤️❤️❤️,suka bangat,"['suka', 'bangat']",suka bangat,2,positive
mutiara kdm,1,2023-02-13 14:34:11,idem kecewa... sudah sampe ambil foto sambil ktp gagal lagi... katamya jadi dalam bbrp menit,idem kecewa sudah sampe ambil foto sambil ktp gagal lagi katamya jadi dalam bbrp menit,"['idem', 'kecewa', 'ambil', 'foto', 'ktp', 'gagal', 'katamya', 'bbrp', 'menit']",idem kecewa ambil foto ktp gagal katamya bbrp menit,-6,negative
Mustafit Amna,5,2023-02-13 14:27:35,Sangat cepat dalam melakukan apa saja transksu,sangat cepat dalam melakukan apa saja transksu,"['cepat', 'transksu']",cepat transksu,0,neutral
Anzal Putra,5,2023-02-13 14:17:02,Sangat bagus,sangat bagus,['bagus'],bagus,-2,negative
Sopiyan Sopiyan,1,2023-02-13 14:16:45,Kurang baik sudah buat rek BRI pas rek nya mau di pakai malah tidak vilde aneh,kurang baik sudah buat rek bri pas rek nya mau di pakai malah tidak vilde aneh,"['rek', 'bri', 'pas', 'rek', 'nya', 'pakai', 'vilde', 'aneh']",rek bri pas rek nya pakai vilde aneh,3,positive
Dit persada,5,2023-02-13 14:12:21,Proses cepat dan tdk ribet..,proses cepat dan tdk ribet,"['proses', 'cepat', 'ribet']",proses cepat ribet,-3,negative
muhammad irfan muliana tan,5,2023-02-13 14:08:19,Bagus cepat lancar,bagus cepat lancar,"['bagus', 'cepat', 'lancar']",bagus cepat lancar,0,neutral
Arie Sulaiman,5,2023-02-13 14:06:07,Terimakasih telah memberikan yang terbaik untuk saya,terimakasih telah memberikan yang terbaik untuk saya,"['terimakasih', 'baik']",terimakasih terbaik,7,positive
TEJO SANG PETUALANG,5,2023-02-13 14:02:20,Ok terima kasih BRI,ok terima kasih bri,"['ok', 'terima', 'kasih', 'bri']",ok terima kasih bri,7,positive
Raga P,5,2023-02-13 13:51:53,Bgusss mdah d gnakan. . Smakin d tingkatkn yaaaa,bgusss mdah d gnakan  smakin d tingkatkn yaaaa,"['bgusss', 'mdah', 'gnakan', 'smakin', 'tingkatkn', 'yaaaa']",bgusss mdah gnakan smakin tingkatkn yaaaa,1,positive
Anie Marieta,5,2023-02-13 13:49:34,"Keren banget , saya puas.",keren banget  saya puas,"['keren', 'banget', 'puas']",keren banget puas,4,positive
Irfan Rasaapelle19,4,2023-02-13 13:46:54,Simpel,simpel,['simpel'],simpel,3,positive
MUH TAKDIR,5,2023-02-13 13:46:05,Nice,nice,['nice'],nice,4,positive
Rudji Hartadi,5,2023-02-13 13:43:22,Puas,puas,['puas'],puas,3,positive
anita permata,1,2023-02-13 13:40:05,kenapa tiap daftar e kyc gagal terus sampek capek faftra gx bisa2 ...,kenapa tiap daftar e kyc gagal terus sampek capek faftra gx bisa,"['daftar', 'e', 'kyc', 'gagal', 'sampek', 'capek', 'faftra', 'gx']",daftar e kyc gagal sampek capek faftra gx,-6,negative
Emy Sriwahyuni,5,2023-02-13 13:39:07,Sangat baik cepat,sangat baik cepat,['cepat'],cepat,0,neutral
Devi Ratna Wulan Sari,1,2023-02-13 13:37:02,"Aneh di kantor cabang kartu atm nya kosong, di suruh lewat brimo dari jam 10 pagi sampe antri duakali di bank masih ttp gabisa jaringan jelek coba lagi besok gila, orang butuh uangnya.",aneh di kantor cabang kartu atm nya kosong di suruh lewat brimo dari jam  pagi sampe antri duakali di bank masih ttp gabisa jaringan jelek coba lagi besok gila orang butuh uangnya,"['aneh', 'kantor', 'cabang', 'kartu', 'atm', 'nya', 'kosong', 'suruh', 'brimo', 'jam', 'pagi', 'antri', 'duakali', 'bank', 'ttp', 'gabisa', 'jaring', 'jelek', 'coba', 'besok', 'gila', 'orang', 'butuh', 'uang']",aneh kantor cabang kartu atm nya kosong suruh brimo jam pagi antri duakali bank ttp gabisa jaringan jelek coba besok gila orang butuh uangnya,-16,negative
Alip Riyadi,1,2023-02-13 13:35:33,"Hampir setiap minggu saldo kurang 6.000 itu biaya apa, kalau sering neliti mungkin banyak.",hampir setiap minggu saldo kurang  itu biaya apa kalau sering neliti mungkin banyak,"['minggu', 'saldo', 'biaya', 'neliti']",minggu saldo biaya neliti,2,positive
Mastercatur Tigalangkahmat,5,2023-02-13 13:31:29,BRImo Mantap 👍👍👍👍👍,brimo mantap,"['brimo', 'mantap']",brimo mantap,5,positive
ANNIFA Production,5,2023-02-13 13:29:41,Mantull,mantull,['mantull'],mantull,0,neutral
Riduwan 87,4,2023-02-13 13:29:09,Baru cobak pakai BRIMO,baru cobak pakai brimo,"['cobak', 'pakai', 'brimo']",cobak pakai brimo,0,neutral
Nanang hdt,1,2023-02-13 13:28:34,saya udah 2 gagal kali isi pulsa di brimo. uangnya abis pulsanya ngga masuk;(,saya udah  gagal kali isi pulsa di brimo uangnya abis pulsanya ngga masuk,"['gagal', 'kali', 'isi', 'pulsa', 'brimo', 'uang', 'habis', 'pulsa', 'masuk']",gagal kali isi pulsa brimo uangnya habis pulsanya masuk,-16,negative
Arleo Rifqi,5,2023-02-13 13:28:26,simpel gak ribet 👍👍,simpel gak ribet,"['simpel', 'ribet']",simpel ribet,-1,negative
Juliana Aisyah,1,2023-02-13 13:26:24,"Mau bikin atm, katanya kosong, aneh banget. Katanya buat brimo saja, pas dibikin verifikasi gagal terus padahal sudah sesuai instruksi nya. Disuruh coba ulang sudah dilakukan, malah minta unninstall terus. Sangat mempersulit nasabah BRI ini.",mau bikin atm katanya kosong aneh banget katanya buat brimo saja pas dibikin verifikasi gagal terus padahal sudah sesuai instruksi nya disuruh coba ulang sudah dilakukan malah minta unninstall terus sangat mempersulit nasabah bri ini,"['bikin', 'atm', 'kosong', 'aneh', 'banget', 'brimo', 'pas', 'bikin', 'verifikasi', 'gagal', 'sesuai', 'instruksi', 'nya', 'suruh', 'coba', 'ulang', 'unninstall', 'sulit', 'nasabah', 'bri']",bikin atm kosong aneh banget brimo pas dibikin verifikasi gagal sesuai instruksi nya disuruh coba ulang unninstall mempersulit nasabah bri,-1,negative
dr '72,1,2023-02-13 13:21:38,"APLIKASI BUSUK, JANGAN DI DOWNLOAD...!!!",aplikasi busuk jangan di download,"['aplikasi', 'busuk', 'download']",aplikasi busuk download,-9,negative
Yasna Cantik,5,2023-02-13 13:21:24,Terimasih Brimo Sangat Membantu Sekali .Permudah Segala pembayarn apapun,terimasih brimo sangat membantu sekali permudah segala pembayarn apapun,"['terimasih', 'brimo', 'bantu', 'mudah', 'pembayarn', 'apa']",terimasih brimo membantu permudah pembayarn apapun,-1,negative
Ratmi Mediun,5,2023-02-13 13:17:15,Mudah dan nyaman,mudah dan nyaman,"['mudah', 'nyaman']",mudah nyaman,7,positive
